enota,leto,spremenljivka,vrednost
Dem. People's Rep. Korea,2010,Capital city population (as a percentage of total population),11.6
Dem. People's Rep. Korea,2015,Urban population (percent),61.3
Dem. People's Rep. Korea,2015,Capital city population (thousands),2970.0
Dem. People's Rep. Korea,2015,Capital city population (as a percentage of total population),11.8
Dem. People's Rep. Korea,2018,Urban population (percent),61.9
Dem. People's Rep. Korea,2018,Capital city population (thousands),3038.0
Dem. Rep. of the Congo,2005,Urban population (percent),37.5
Dem. Rep. of the Congo,2005,Capital city population (thousands),7589.0
Dem. Rep. of the Congo,2005,Capital city population (as a percentage of total population),13.9
Dem. Rep. of the Congo,2010,Urban population (percent),40.0
Dem. Rep. of the Congo,2010,Capital city population (thousands),9382.0
Dem. Rep. of the Congo,2010,Capital city population (as a percentage of total population),14.5
Dem. Rep. of the Congo,2015,Urban population (percent),42.7
Dem. Rep. of the Congo,2015,Capital city population (thousands),11598.0
Dem. Rep. of the Congo,2015,Capital city population (as a percentage of total population),15.2
Dem. Rep. of the Congo,2018,Urban population (percent),44.5
Dem. Rep. of the Congo,2018,Capital city population (thousands),13171.0
Denmark,2005,Urban population (percent),85.9
Denmark,2005,Capital city population (thousands),1127.0
Denmark,2005,Capital city population (as a percentage of total population),20.8
Denmark,2010,Urban population (percent),86.8
Denmark,2010,Capital city population (thousands),1192.0
Denmark,2010,Capital city population (as a percentage of total population),21.5
Denmark,2015,Urban population (percent),87.5
Denmark,2015,Capital city population (thousands),1271.0
Denmark,2015,Capital city population (as a percentage of total population),22.3
Denmark,2018,Urban population (percent),87.9
Denmark,2018,Capital city population (thousands),1321.0
Djibouti,2005,Urban population (percent),76.8
Djibouti,2005,Capital city population (thousands),442.0
Djibouti,2005,Capital city population (as a percentage of total population),56.5
Djibouti,2010,Urban population (percent),77.0
Djibouti,2010,Capital city population (thousands),485.0
Djibouti,2010,Capital city population (as a percentage of total population),57.0
Djibouti,2015,Urban population (percent),77.4
Djibouti,2015,Capital city population (thousands),531.0
Djibouti,2015,Capital city population (as a percentage of total population),57.3
Djibouti,2018,Urban population (percent),77.8
Djibouti,2018,Capital city population (thousands),562.0
Dominica,2005,Urban population (percent),66.6
Dominica,2010,Urban population (percent),68.1
Dominica,2015,Urban population (percent),69.6
Dominica,2018,Urban population (percent),70.5
Dominica,2018,Capital city population (thousands),15.0
Dominican Republic,2005,Urban population (percent),67.4
Dominican Republic,2005,Capital city population (thousands),2297.0
Dominican Republic,2005,Capital city population (as a percentage of total population),24.9
Dominican Republic,2010,Urban population (percent),73.8
Dominican Republic,2010,Capital city population (thousands),2601.0
Dominican Republic,2010,Capital city population (as a percentage of total population),26.3
Dominican Republic,2015,Urban population (percent),78.6
Dominican Republic,2015,Capital city population (thousands),2945.0
Dominican Republic,2015,Capital city population (as a percentage of total population),28.0
Dominican Republic,2018,Urban population (percent),81.1
Dominican Republic,2018,Capital city population (thousands),3172.0
Ecuador,2005,Urban population (percent),61.7
Ecuador,2005,Capital city population (thousands),1479.0
Ecuador,2005,Capital city population (as a percentage of total population),10.8
Ecuador,2010,Urban population (percent),62.7
Ecuador,2010,Capital city population (thousands),1598.0
Ecuador,2010,Capital city population (as a percentage of total population),10.7
Ecuador,2015,Urban population (percent),63.4
Ecuador,2015,Capital city population (thousands),1734.0
Ecuador,2015,Capital city population (as a percentage of total population),10.7
Ecuador,2018,Urban population (percent),63.8
Ecuador,2018,Capital city population (thousands),1822.0
Egypt,2005,Urban population (percent),43.0
Egypt,2005,Capital city population (thousands),15174.0
Egypt,2005,Capital city population (as a percentage of total population),19.8
Egypt,2010,Urban population (percent),43.0
Egypt,2010,Capital city population (thousands),16899.0
Egypt,2010,Capital city population (as a percentage of total population),20.1
Egypt,2015,Urban population (percent),42.8
Egypt,2015,Capital city population (thousands),18820.0
Egypt,2015,Capital city population (as a percentage of total population),20.1
Egypt,2018,Urban population (percent),42.7
Egypt,2018,Capital city population (thousands),20076.0
El Salvador,2005,Urban population (percent),61.6
El Salvador,2005,Capital city population (thousands),1074.0
El Salvador,2005,Capital city population (as a percentage of total population),17.8
El Salvador,2010,Urban population (percent),65.5
El Salvador,2010,Capital city population (thousands),1086.0
El Salvador,2010,Capital city population (as a percentage of total population),17.6
El Salvador,2015,Urban population (percent),69.7
El Salvador,2015,Capital city population (thousands),1099.0
El Salvador,2015,Capital city population (as a percentage of total population),17.4
El Salvador,2018,Urban population (percent),72.0
El Salvador,2018,Capital city population (thousands),1107.0
Equatorial Guinea,2005,Urban population (percent),57.7
Equatorial Guinea,2010,Urban population (percent),65.9
Equatorial Guinea,2015,Urban population (percent),70.6
Equatorial Guinea,2018,Urban population (percent),72.1
Equatorial Guinea,2018,Capital city population (thousands),297.0
Eritrea,2005,Urban population (percent),31.1
Eritrea,2005,Capital city population (thousands),558.0
Eritrea,2005,Capital city population (as a percentage of total population),14.1
Eritrea,2010,Urban population (percent),35.2
Eritrea,2010,Capital city population (thousands),670.0
Eritrea,2010,Capital city population (as a percentage of total population),15.3
Eritrea,2015,Urban population (percent),38.2
Eritrea,2015,Capital city population (thousands),803.0
Eritrea,2015,Capital city population (as a percentage of total population),16.6
Eritrea,2018,Urban population (percent),40.1
Eritrea,2018,Capital city population (thousands),896.0
Estonia,2005,Urban population (percent),68.7
Estonia,2005,Capital city population (thousands),397.0
Estonia,2005,Capital city population (as a percentage of total population),29.3
Estonia,2010,Urban population (percent),68.1
Estonia,2010,Capital city population (thousands),394.0
Estonia,2010,Capital city population (as a percentage of total population),29.6
Estonia,2015,Urban population (percent),68.4
Estonia,2015,Capital city population (thousands),416.0
Estonia,2015,Capital city population (as a percentage of total population),31.6
Estonia,2018,Urban population (percent),68.9
Estonia,2018,Capital city population (thousands),437.0
Eswatini,2005,Urban population (percent),22.0
Eswatini,2010,Urban population (percent),22.5
Eswatini,2015,Urban population (percent),23.3
Eswatini,2018,Urban population (percent),23.8
Eswatini,2018,Capital city population (thousands),68.0
Ethiopia,2005,Urban population (percent),15.7
Ethiopia,2005,Capital city population (thousands),2634.0
Ethiopia,2005,Capital city population (as a percentage of total population),3.4
Ethiopia,2010,Urban population (percent),17.3
Ethiopia,2010,Capital city population (thousands),3126.0
Ethiopia,2010,Capital city population (as a percentage of total population),3.6
Ethiopia,2015,Urban population (percent),19.4
Ethiopia,2015,Capital city population (thousands),3871.0
Ethiopia,2015,Capital city population (as a percentage of total population),3.9
Ethiopia,2018,Urban population (percent),20.8
Ethiopia,2018,Capital city population (thousands),4400.0
Falkland Islands (Malvinas),2005,Urban population (percent),70.8
Falkland Islands (Malvinas),2010,Urban population (percent),73.7
Falkland Islands (Malvinas),2015,Urban population (percent),76.3
Falkland Islands (Malvinas),2018,Urban population (percent),77.7
Falkland Islands (Malvinas),2018,Capital city population (thousands),2.0
Faroe Islands,2005,Urban population (percent),39.8
Faroe Islands,2010,Urban population (percent),40.9
Faroe Islands,2015,Urban population (percent),41.6
Faroe Islands,2018,Urban population (percent),42.1
Faroe Islands,2018,Capital city population (thousands),21.0
Fiji,2005,Urban population (percent),49.9
Fiji,2010,Urban population (percent),52.2
Fiji,2015,Urban population (percent),54.7
Fiji,2018,Urban population (percent),56.2
Fiji,2018,Capital city population (thousands),178.0
Finland,2005,Urban population (percent),82.9
Finland,2005,Capital city population (thousands),1067.0
Finland,2005,Capital city population (as a percentage of total population),20.3
Finland,2010,Urban population (percent),83.8
Finland,2010,Capital city population (thousands),1126.0
Finland,2010,Capital city population (as a percentage of total population),21.0
Finland,2015,Urban population (percent),85.2
Finland,2015,Capital city population (thousands),1222.0
Finland,2015,Capital city population (as a percentage of total population),22.3
Finland,2018,Urban population (percent),85.4
Finland,2018,Capital city population (thousands),1279.0
France,2005,Urban population (percent),77.1
France,2005,Capital city population (thousands),10092.0
France,2005,Capital city population (as a percentage of total population),16.5
France,2010,Urban population (percent),78.4
France,2010,Capital city population (thousands),10460.0
France,2010,Capital city population (as a percentage of total population),16.6
France,2015,Urban population (percent),79.7
France,2015,Capital city population (thousands),10734.0
France,2015,Capital city population (as a percentage of total population),16.7
France,2018,Urban population (percent),80.4
France,2018,Capital city population (thousands),10901.0
French Guiana,2005,Urban population (percent),81.1
French Guiana,2010,Urban population (percent),82.9
French Guiana,2015,Urban population (percent),84.5
French Guiana,2018,Urban population (percent),85.3
French Guiana,2018,Capital city population (thousands),58.0
French Polynesia,2005,Urban population (percent),57.4
French Polynesia,2010,Urban population (percent),60.3
French Polynesia,2015,Urban population (percent),61.7
French Polynesia,2018,Urban population (percent),61.8
French Polynesia,2018,Capital city population (thousands),136.0
Gabon,2005,Urban population (percent),82.5
Gabon,2005,Capital city population (thousands),563.0
Gabon,2005,Capital city population (as a percentage of total population),40.1
Gabon,2010,Urban population (percent),85.5
Gabon,2010,Capital city population (thousands),649.0
Gabon,2010,Capital city population (as a percentage of total population),39.5
Gabon,2015,Urban population (percent),88.1
Gabon,2015,Capital city population (thousands),747.0
Gabon,2015,Capital city population (as a percentage of total population),38.7
Gabon,2018,Urban population (percent),89.4
Gabon,2018,Capital city population (thousands),813.0
Gambia,2005,Urban population (percent),52.0
Gambia,2005,Capital city population (thousands),368.0
Gambia,2005,Capital city population (as a percentage of total population),25.5
Gambia,2010,Urban population (percent),55.7
Gambia,2010,Capital city population (thousands),393.0
Gambia,2010,Capital city population (as a percentage of total population),23.3
Gambia,2015,Urban population (percent),59.2
Gambia,2015,Capital city population (thousands),420.0
Gambia,2015,Capital city population (as a percentage of total population),21.3
Gambia,2018,Urban population (percent),61.3
Gambia,2018,Capital city population (thousands),437.0
Georgia,2005,Urban population (percent),53.6
Georgia,2005,Capital city population (thousands),1081.0
Georgia,2005,Capital city population (as a percentage of total population),24.1
Georgia,2010,Urban population (percent),55.5
Georgia,2010,Capital city population (thousands),1079.0
Georgia,2010,Capital city population (as a percentage of total population),25.5
Georgia,2015,Urban population (percent),57.4
Georgia,2015,Capital city population (thousands),1078.0
Georgia,2015,Capital city population (as a percentage of total population),27.3
Georgia,2018,Urban population (percent),58.6
Georgia,2018,Capital city population (thousands),1077.0
Germany,2005,Urban population (percent),76.0
Germany,2005,Capital city population (thousands),3391.0
Germany,2005,Capital city population (as a percentage of total population),4.2
Germany,2010,Urban population (percent),77.0
Germany,2010,Capital city population (thousands),3450.0
Germany,2010,Capital city population (as a percentage of total population),4.3
Germany,2015,Urban population (percent),77.2
Germany,2015,Capital city population (thousands),3514.0
Germany,2015,Capital city population (as a percentage of total population),4.3
Germany,2018,Urban population (percent),77.3
Germany,2018,Capital city population (thousands),3552.0
Ghana,2005,Urban population (percent),47.3
Ghana,2005,Capital city population (thousands),1854.0
Ghana,2005,Capital city population (as a percentage of total population),8.6
Ghana,2010,Urban population (percent),50.7
Ghana,2010,Capital city population (thousands),2060.0
Ghana,2010,Capital city population (as a percentage of total population),8.4
Ghana,2015,Urban population (percent),54.1
Ghana,2015,Capital city population (thousands),2290.0
Ghana,2015,Capital city population (as a percentage of total population),8.3
Ghana,2018,Urban population (percent),56.1
Ghana,2018,Capital city population (thousands),2439.0
Gibraltar,2005,Urban population (percent),100.0
Gibraltar,2010,Urban population (percent),100.0
Gibraltar,2015,Urban population (percent),100.0
Gibraltar,2018,Urban population (percent),100.0
Gibraltar,2018,Capital city population (thousands),35.0
Greece,2005,Urban population (percent),74.5
Greece,2005,Capital city population (thousands),3180.0
Greece,2005,Capital city population (as a percentage of total population),28.1
Greece,2010,Urban population (percent),76.3
Greece,2010,Capital city population (thousands),3170.0
Greece,2010,Capital city population (as a percentage of total population),27.7
Greece,2015,Urban population (percent),78.0
Greece,2015,Capital city population (thousands),3161.0
Greece,2015,Capital city population (as a percentage of total population),28.2
Greece,2018,Urban population (percent),79.1
Greece,2018,Capital city population (thousands),3156.0
Greenland,2005,Urban population (percent),82.9
Greenland,2010,Urban population (percent),84.4
Greenland,2015,Urban population (percent),86.1
Greenland,2018,Urban population (percent),86.8
Greenland,2018,Capital city population (thousands),18.0
Grenada,2005,Urban population (percent),35.9
Grenada,2010,Urban population (percent),35.9
Grenada,2015,Urban population (percent),36.0
Grenada,2018,Urban population (percent),36.3
Grenada,2018,Capital city population (thousands),39.0
Guadeloupe,2005,Urban population (percent),98.4
Guadeloupe,2010,Urban population (percent),98.4
Guadeloupe,2015,Urban population (percent),98.4
Guadeloupe,2018,Urban population (percent),98.5
Guadeloupe,2018,Capital city population (thousands),58.0
Guam,2005,Urban population (percent),93.6
Guam,2010,Urban population (percent),94.1
Guam,2015,Urban population (percent),94.5
Guam,2018,Urban population (percent),94.8
Guam,2018,Capital city population (thousands),147.0
Guatemala,2005,Urban population (percent),46.9
Guatemala,2005,Capital city population (thousands),2302.0
Guatemala,2005,Capital city population (as a percentage of total population),17.6
Guatemala,2010,Urban population (percent),48.4
Guatemala,2010,Capital city population (thousands),2560.0
Guatemala,2010,Capital city population (as a percentage of total population),17.5
Guatemala,2015,Urban population (percent),50.0
Guatemala,2015,Capital city population (thousands),2738.0
Guatemala,2015,Capital city population (as a percentage of total population),16.8
Guatemala,2018,Urban population (percent),51.1
Guatemala,2018,Capital city population (thousands),2851.0
Guinea,2005,Urban population (percent),32.3
Guinea,2005,Capital city population (thousands),1345.0
Guinea,2005,Capital city population (as a percentage of total population),13.9
Guinea,2010,Urban population (percent),33.7
Guinea,2010,Capital city population (thousands),1518.0
Guinea,2010,Capital city population (as a percentage of total population),14.1
Guinea,2015,Urban population (percent),35.1
Guinea,2015,Capital city population (thousands),1714.0
Guinea,2015,Capital city population (as a percentage of total population),14.2
Guinea,2018,Urban population (percent),36.1
Guinea,2018,Capital city population (thousands),1843.0
Guinea-Bissau,2005,Urban population (percent),38.2
Guinea-Bissau,2005,Capital city population (thousands),336.0
Guinea-Bissau,2005,Capital city population (as a percentage of total population),24.3
Guinea-Bissau,2010,Urban population (percent),40.1
Guinea-Bissau,2010,Capital city population (thousands),409.0
Guinea-Bissau,2010,Capital city population (as a percentage of total population),26.3
Guinea-Bissau,2015,Urban population (percent),42.1
Guinea-Bissau,2015,Capital city population (thousands),497.0
Guinea-Bissau,2015,Capital city population (as a percentage of total population),28.1
Guinea-Bissau,2018,Urban population (percent),43.4
Guinea-Bissau,2018,Capital city population (thousands),558.0
Guyana,2005,Urban population (percent),27.8
Guyana,2010,Urban population (percent),26.6
Guyana,2015,Urban population (percent),26.4
Guyana,2018,Urban population (percent),26.6
Guyana,2018,Capital city population (thousands),110.0
Haiti,2005,Urban population (percent),42.6
Haiti,2005,Capital city population (thousands),2171.0
Haiti,2005,Capital city population (as a percentage of total population),23.4
Haiti,2010,Urban population (percent),47.5
Haiti,2010,Capital city population (thousands),2141.0
Haiti,2010,Capital city population (as a percentage of total population),21.4
Haiti,2015,Urban population (percent),52.4
Haiti,2015,Capital city population (thousands),2439.0
Haiti,2015,Capital city population (as a percentage of total population),22.8
Haiti,2018,Urban population (percent),55.3
Haiti,2018,Capital city population (thousands),2637.0
Holy See,2005,Urban population (percent),100.0
Holy See,2010,Urban population (percent),100.0
Holy See,2015,Urban population (percent),100.0
Holy See,2018,Urban population (percent),100.0
Holy See,2018,Capital city population (thousands),1.0
Honduras,2005,Urban population (percent),48.6
Honduras,2005,Capital city population (thousands),882.0
Honduras,2005,Capital city population (as a percentage of total population),12.0
Honduras,2010,Urban population (percent),51.9
Honduras,2010,Capital city population (thousands),1043.0
Honduras,2010,Capital city population (as a percentage of total population),12.7
Honduras,2015,Urban population (percent),55.2
Honduras,2015,Capital city population (thousands),1233.0
Honduras,2015,Capital city population (as a percentage of total population),13.8
Honduras,2018,Urban population (percent),57.1
Honduras,2018,Capital city population (thousands),1363.0
Hungary,2005,Urban population (percent),66.4
Hungary,2005,Capital city population (thousands),1756.0
Hungary,2005,Capital city population (as a percentage of total population),17.4
Hungary,2010,Urban population (percent),68.9
Hungary,2010,Capital city population (thousands),1734.0
Hungary,2010,Capital city population (as a percentage of total population),17.5
Hungary,2015,Urban population (percent),70.5
Hungary,2015,Capital city population (thousands),1746.0
Hungary,2015,Capital city population (as a percentage of total population),17.8
Hungary,2018,Urban population (percent),71.4
Hungary,2018,Capital city population (thousands),1759.0
Iceland,2005,Urban population (percent),93.0
Iceland,2010,Urban population (percent),93.6
Iceland,2015,Urban population (percent),93.7
Iceland,2018,Urban population (percent),93.8
Iceland,2018,Capital city population (thousands),216.0
India,2005,Urban population (percent),29.2
India,2005,Capital city population (thousands),18691.0
India,2005,Capital city population (as a percentage of total population),1.6
India,2010,Urban population (percent),30.9
India,2010,Capital city population (thousands),21988.0
India,2010,Capital city population (as a percentage of total population),1.8
India,2015,Urban population (percent),32.8
India,2015,Capital city population (thousands),25866.0
India,2015,Capital city population (as a percentage of total population),2.0
India,2018,Urban population (percent),34.0
India,2018,Capital city population (thousands),28514.0
Indonesia,2005,Urban population (percent),45.9
Indonesia,2005,Capital city population (thousands),8988.0
Indonesia,2005,Capital city population (as a percentage of total population),4.0
Indonesia,2010,Urban population (percent),49.9
Indonesia,2010,Capital city population (thousands),9626.0
Indonesia,2010,Capital city population (as a percentage of total population),4.0
Indonesia,2015,Urban population (percent),53.3
Indonesia,2015,Capital city population (thousands),10173.0
Indonesia,2015,Capital city population (as a percentage of total population),3.9
Indonesia,2018,Urban population (percent),55.3
Indonesia,2018,Capital city population (thousands),10517.0
Iran (Islamic Republic of),2005,Urban population (percent),67.6
Iran (Islamic Republic of),2005,Capital city population (thousands),7652.0
Iran (Islamic Republic of),2005,Capital city population (as a percentage of total population),10.9
Iran (Islamic Republic of),2010,Urban population (percent),70.6
Iran (Islamic Republic of),2010,Capital city population (thousands),8059.0
Iran (Islamic Republic of),2010,Capital city population (as a percentage of total population),10.8
Iran (Islamic Republic of),2015,Urban population (percent),73.4
Iran (Islamic Republic of),2015,Capital city population (thousands),8555.0
Iran (Islamic Republic of),2015,Capital city population (as a percentage of total population),10.8
Iran (Islamic Republic of),2018,Urban population (percent),74.9
Iran (Islamic Republic of),2018,Capital city population (thousands),8896.0
Iraq,2005,Urban population (percent),68.8
Iraq,2005,Capital city population (thousands),5327.0
Iraq,2005,Capital city population (as a percentage of total population),19.7
Iraq,2010,Urban population (percent),69.1
Iraq,2010,Capital city population (thousands),5652.0
Iraq,2010,Capital city population (as a percentage of total population),18.4
Iraq,2015,Urban population (percent),69.9
Iraq,2015,Capital city population (thousands),6351.0
Iraq,2015,Capital city population (as a percentage of total population),17.6
Iraq,2018,Urban population (percent),70.5
Iraq,2018,Capital city population (thousands),6812.0
Ireland,2005,Urban population (percent),60.5
Ireland,2005,Capital city population (thousands),1037.0
Ireland,2005,Capital city population (as a percentage of total population),24.6
Ireland,2010,Urban population (percent),61.5
Ireland,2010,Capital city population (thousands),1100.0
Ireland,2010,Capital city population (as a percentage of total population),23.8
Ireland,2015,Urban population (percent),62.5
Ireland,2015,Capital city population (thousands),1163.0
Ireland,2015,Capital city population (as a percentage of total population),24.7
Ireland,2018,Urban population (percent),63.2
Ireland,2018,Capital city population (thousands),1201.0
Isle of Man,2005,Urban population (percent),51.9
Isle of Man,2010,Urban population (percent),52.0
Isle of Man,2015,Urban population (percent),52.2
Isle of Man,2018,Urban population (percent),52.6
Isle of Man,2018,Capital city population (thousands),27.0
Israel,2005,Urban population (percent),91.5
Israel,2005,Capital city population (thousands),719.0
Israel,2005,Capital city population (as a percentage of total population),10.9
Israel,2010,Urban population (percent),91.8
Israel,2010,Capital city population (thousands),781.0
Israel,2010,Capital city population (as a percentage of total population),10.5
Israel,2015,Urban population (percent),92.2
Israel,2015,Capital city population (thousands),858.0
Israel,2015,Capital city population (as a percentage of total population),10.6
Israel,2018,Urban population (percent),92.4
Israel,2018,Capital city population (thousands),907.0
Italy,2005,Urban population (percent),67.7
Italy,2005,Capital city population (thousands),3807.0
Italy,2005,Capital city population (as a percentage of total population),6.5
Italy,2010,Urban population (percent),68.3
Italy,2010,Capital city population (thousands),3957.0
Italy,2010,Capital city population (as a percentage of total population),6.6
Italy,2015,Urban population (percent),69.6
Italy,2015,Capital city population (thousands),4113.0
Italy,2015,Capital city population (as a percentage of total population),6.9
Italy,2018,Urban population (percent),70.4
Italy,2018,Capital city population (thousands),4210.0
Jamaica,2005,Urban population (percent),52.8
Jamaica,2005,Capital city population (thousands),581.0
Jamaica,2005,Capital city population (as a percentage of total population),21.2
Jamaica,2010,Urban population (percent),53.7
Jamaica,2010,Capital city population (thousands),584.0
Jamaica,2010,Capital city population (as a percentage of total population),20.7
Jamaica,2015,Urban population (percent),54.8
Jamaica,2015,Capital city population (thousands),587.0
Jamaica,2015,Capital city population (as a percentage of total population),20.4
Jamaica,2018,Urban population (percent),55.7
Jamaica,2018,Capital city population (thousands),589.0
Japan,2005,Urban population (percent),86.0
Japan,2005,Capital city population (thousands),35622.0
Japan,2005,Capital city population (as a percentage of total population),27.8
Japan,2010,Urban population (percent),90.8
Japan,2010,Capital city population (thousands),36860.0
Japan,2010,Capital city population (as a percentage of total population),28.7
Japan,2015,Urban population (percent),91.4
Japan,2015,Capital city population (thousands),37256.0
Japan,2015,Capital city population (as a percentage of total population),29.1
Japan,2018,Urban population (percent),91.6
Japan,2018,Capital city population (thousands),37468.0
Jordan,2005,Urban population (percent),79.5
Jordan,2005,Capital city population (thousands),1094.0
Jordan,2005,Capital city population (as a percentage of total population),19.2
Jordan,2010,Urban population (percent),86.1
Jordan,2010,Capital city population (thousands),1397.0
Jordan,2010,Capital city population (as a percentage of total population),19.4
Jordan,2015,Urban population (percent),90.3
Jordan,2015,Capital city population (thousands),1783.0
Jordan,2015,Capital city population (as a percentage of total population),19.5
Jordan,2018,Urban population (percent),91.0
Jordan,2018,Capital city population (thousands),2065.0
Kazakhstan,2005,Urban population (percent),56.5
Kazakhstan,2005,Capital city population (thousands),538.0
Kazakhstan,2005,Capital city population (as a percentage of total population),3.5
Kazakhstan,2010,Urban population (percent),56.8
Kazakhstan,2010,Capital city population (thousands),664.0
Kazakhstan,2010,Capital city population (as a percentage of total population),4.0
Kazakhstan,2015,Urban population (percent),57.2
Kazakhstan,2015,Capital city population (thousands),894.0
Kazakhstan,2015,Capital city population (as a percentage of total population),5.0
Kazakhstan,2018,Urban population (percent),57.4
Kazakhstan,2018,Capital city population (thousands),1068.0
Kenya,2005,Urban population (percent),21.7
Kenya,2005,Capital city population (thousands),2677.0
Kenya,2005,Capital city population (as a percentage of total population),7.4
Kenya,2010,Urban population (percent),23.6
Kenya,2010,Capital city population (thousands),3237.0
Kenya,2010,Capital city population (as a percentage of total population),7.8
Kenya,2015,Urban population (percent),25.7
Kenya,2015,Capital city population (thousands),3914.0
Kenya,2015,Capital city population (as a percentage of total population),8.3
Kenya,2018,Urban population (percent),27.0
Kenya,2018,Capital city population (thousands),4386.0
Kiribati,2005,Urban population (percent),43.6
Kiribati,2010,Urban population (percent),47.4
Kiribati,2015,Urban population (percent),51.6
Kiribati,2015,Capital city population (thousands),3.0
Kiribati,2018,Urban population (percent),54.1
Kuwait,2005,Urban population (percent),100.0
Kuwait,2005,Capital city population (thousands),1548.0
Kuwait,2005,Capital city population (as a percentage of total population),68.0
Kuwait,2010,Urban population (percent),100.0
Kuwait,2010,Capital city population (thousands),1994.0
Kuwait,2010,Capital city population (as a percentage of total population),66.5
Kuwait,2015,Urban population (percent),100.0
Kuwait,2015,Capital city population (thousands),2568.0
Kuwait,2015,Capital city population (as a percentage of total population),65.3
Kuwait,2018,Urban population (percent),100.0
Kuwait,2018,Capital city population (thousands),2989.0
Kyrgyzstan,2005,Urban population (percent),35.3
Kyrgyzstan,2005,Capital city population (thousands),798.0
Kyrgyzstan,2005,Capital city population (as a percentage of total population),15.7
Kyrgyzstan,2010,Urban population (percent),35.3
Kyrgyzstan,2010,Capital city population (thousands),844.0
Kyrgyzstan,2010,Capital city population (as a percentage of total population),15.6
Kyrgyzstan,2015,Urban population (percent),35.8
Kyrgyzstan,2015,Capital city population (thousands),936.0
Kyrgyzstan,2015,Capital city population (as a percentage of total population),16.0
Kyrgyzstan,2018,Urban population (percent),36.4
Kyrgyzstan,2018,Capital city population (thousands),996.0
Lao People's Dem. Rep.,2005,Urban population (percent),27.2
Lao People's Dem. Rep.,2005,Capital city population (thousands),572.0
Lao People's Dem. Rep.,2005,Capital city population (as a percentage of total population),9.9
Lao People's Dem. Rep.,2010,Urban population (percent),30.1
Lao People's Dem. Rep.,2010,Capital city population (thousands),606.0
Lao People's Dem. Rep.,2010,Capital city population (as a percentage of total population),9.7
Lao People's Dem. Rep.,2015,Urban population (percent),33.1
Lao People's Dem. Rep.,2015,Capital city population (thousands),642.0
Lao People's Dem. Rep.,2015,Capital city population (as a percentage of total population),9.6
Lao People's Dem. Rep.,2018,Urban population (percent),35.0
Lao People's Dem. Rep.,2018,Capital city population (thousands),665.0
Latvia,2005,Urban population (percent),68.0
Latvia,2005,Capital city population (thousands),712.0
Latvia,2005,Capital city population (as a percentage of total population),31.6
Latvia,2010,Urban population (percent),67.8
Latvia,2010,Capital city population (thousands),665.0
Latvia,2010,Capital city population (as a percentage of total population),31.4
Latvia,2015,Urban population (percent),68.0
Latvia,2015,Capital city population (thousands),646.0
Latvia,2015,Capital city population (as a percentage of total population),32.4
Latvia,2018,Urban population (percent),68.1
Latvia,2018,Capital city population (thousands),637.0
Lebanon,2005,Urban population (percent),86.6
Lebanon,2005,Capital city population (thousands),1777.0
Lebanon,2005,Capital city population (as a percentage of total population),44.6
Lebanon,2010,Urban population (percent),87.3
Lebanon,2010,Capital city population (thousands),1990.0
Lebanon,2010,Capital city population (as a percentage of total population),45.9
Lebanon,2015,Urban population (percent),88.1
Lebanon,2015,Capital city population (thousands),2229.0
Lebanon,2015,Capital city population (as a percentage of total population),38.1
Lebanon,2018,Urban population (percent),88.6
Lebanon,2018,Capital city population (thousands),2385.0
Lesotho,2005,Urban population (percent),22.2
Lesotho,2010,Urban population (percent),24.8
Lesotho,2015,Urban population (percent),26.9
Lesotho,2018,Urban population (percent),28.2
Lesotho,2018,Capital city population (thousands),202.0
Liberia,2005,Urban population (percent),46.1
Liberia,2005,Capital city population (thousands),1202.0
Liberia,2005,Capital city population (as a percentage of total population),36.9
Liberia,2010,Urban population (percent),47.8
Liberia,2010,Capital city population (thousands),1056.0
Liberia,2010,Capital city population (as a percentage of total population),26.7
Liberia,2015,Urban population (percent),49.8
Liberia,2015,Capital city population (thousands),1270.0
Liberia,2015,Capital city population (as a percentage of total population),28.2
Liberia,2018,Urban population (percent),51.2
Liberia,2018,Capital city population (thousands),1418.0
Libya,2005,Urban population (percent),77.1
Libya,2005,Capital city population (thousands),1058.0
Libya,2005,Capital city population (as a percentage of total population),18.3
Libya,2010,Urban population (percent),78.1
Libya,2010,Capital city population (thousands),1095.0
Libya,2010,Capital city population (as a percentage of total population),17.8
Libya,2015,Urban population (percent),79.3
Libya,2015,Capital city population (thousands),1134.0
Libya,2015,Capital city population (as a percentage of total population),18.2
Libya,2018,Urban population (percent),80.1
Libya,2018,Capital city population (thousands),1158.0
Liechtenstein,2005,Urban population (percent),14.7
Liechtenstein,2010,Urban population (percent),14.5
Liechtenstein,2015,Urban population (percent),14.3
Liechtenstein,2018,Urban population (percent),14.3
Liechtenstein,2018,Capital city population (thousands),5.0
Lithuania,2005,Urban population (percent),66.6
Lithuania,2005,Capital city population (thousands),535.0
Lithuania,2005,Capital city population (as a percentage of total population),16.0
Lithuania,2010,Urban population (percent),66.8
Lithuania,2010,Capital city population (thousands),526.0
Lithuania,2010,Capital city population (as a percentage of total population),16.8
Lithuania,2015,Urban population (percent),67.2
Lithuania,2015,Capital city population (thousands),531.0
Lithuania,2015,Capital city population (as a percentage of total population),18.1
Lithuania,2018,Urban population (percent),67.7
Lithuania,2018,Capital city population (thousands),536.0
Luxembourg,2005,Urban population (percent),86.6
Luxembourg,2010,Urban population (percent),88.5
