ime,spol,leto_rojstva,leto_smrti,nominacija,oskar,stevilo,prvi_film
Peggy Wood,F,1892,1978.0,Stranska,True,0,The Sound of Music
Penelope Milford,F,1948,,Glavna,False,0,Coming Home
Penelope Milford,F,1948,,Glavna,True,0,Coming Home
Penelope Milford,F,1948,,Stranska,False,1,Coming Home
Penelope Milford,F,1948,,Stranska,True,0,Coming Home
Penélope Cruz,F,1974,,Glavna,False,2,Vicky Cristina Barcelona
Penélope Cruz,F,1974,,Glavna,True,0,Vicky Cristina Barcelona
Penélope Cruz,F,1974,,Stranska,False,1,Vicky Cristina Barcelona
Penélope Cruz,F,1974,,Stranska,True,1,Vicky Cristina Barcelona
Pete Postlethwaite,M,1946,2011.0,Glavna,False,0,In the Name of the Father
Pete Postlethwaite,M,1946,2011.0,Glavna,True,0,In the Name of the Father
Pete Postlethwaite,M,1946,2011.0,Stranska,False,1,In the Name of the Father
Pete Postlethwaite,M,1946,2011.0,Stranska,True,0,In the Name of the Father
Peter Falk,M,1927,2011.0,Glavna,False,0,"Murder, Inc."
Peter Falk,M,1927,2011.0,Glavna,True,0,"Murder, Inc."
Peter Falk,M,1927,2011.0,Stranska,False,2,"Murder, Inc."
Peter Falk,M,1927,2011.0,Stranska,True,0,"Murder, Inc."
Peter Finch,M,1916,1977.0,Glavna,False,1,Network
Peter Finch,M,1916,1977.0,Glavna,True,1,Network
Peter Finch,M,1916,1977.0,Stranska,False,0,Network
Peter Finch,M,1916,1977.0,Stranska,True,0,Network
Peter Firth,M,1953,,Glavna,False,0,Equus
Peter Firth,M,1953,,Glavna,True,0,Equus
Peter Firth,M,1953,,Stranska,False,1,Equus
Peter Firth,M,1953,,Stranska,True,0,Equus
Peter Fonda,M,1940,2019.0,Glavna,False,1,Ulee's Gold
Peter Fonda,M,1940,2019.0,Glavna,True,0,Ulee's Gold
Peter Fonda,M,1940,2019.0,Stranska,False,0,Ulee's Gold
Peter Fonda,M,1940,2019.0,Stranska,True,0,Ulee's Gold
Peter O'Toole,M,1932,2013.0,Glavna,False,8,Lawrence of Arabia
Peter O'Toole,M,1932,2013.0,Glavna,True,0,Lawrence of Arabia
Peter O'Toole,M,1932,2013.0,Stranska,False,0,Lawrence of Arabia
Peter O'Toole,M,1932,2013.0,Stranska,True,0,Lawrence of Arabia
Peter Sellers,M,1925,1980.0,Glavna,False,2,Dr. Strangelove
Peter Sellers,M,1925,1980.0,Glavna,True,0,Dr. Strangelove
Peter Sellers,M,1925,1980.0,Stranska,False,0,Dr. Strangelove
Peter Sellers,M,1925,1980.0,Stranska,True,0,Dr. Strangelove
Peter Ustinov,M,1921,2004.0,Glavna,False,0,Spartacus
Peter Ustinov,M,1921,2004.0,Glavna,True,0,Spartacus
Peter Ustinov,M,1921,2004.0,Stranska,False,1,Spartacus
Peter Ustinov,M,1921,2004.0,Stranska,True,2,Spartacus
Philip Seymour Hoffman,M,1967,2014.0,Glavna,False,0,Capote
Philip Seymour Hoffman,M,1967,2014.0,Glavna,True,1,Capote
Philip Seymour Hoffman,M,1967,2014.0,Stranska,False,3,Capote
Philip Seymour Hoffman,M,1967,2014.0,Stranska,True,0,Capote
Piper Laurie,F,1932,2023.0,Glavna,False,1,The Hustler
Piper Laurie,F,1932,2023.0,Glavna,True,0,The Hustler
Piper Laurie,F,1932,2023.0,Stranska,False,2,The Hustler
Piper Laurie,F,1932,2023.0,Stranska,True,0,The Hustler
Queen Latifah,F,1970,,Glavna,False,0,Chicago
Queen Latifah,F,1970,,Glavna,True,0,Chicago
Queen Latifah,F,1970,,Stranska,False,1,Chicago
Queen Latifah,F,1970,,Stranska,True,0,Chicago
Quinn Cummings,F,1967,,Glavna,False,0,The Goodbye Girl
Quinn Cummings,F,1967,,Glavna,True,0,The Goodbye Girl
Quinn Cummings,F,1967,,Stranska,False,1,The Goodbye Girl
Quinn Cummings,F,1967,,Stranska,True,0,The Goodbye Girl
Quvenzhané Wallis,F,2003,,Glavna,False,1,Beasts of the Southern Wild
Quvenzhané Wallis,F,2003,,Glavna,True,0,Beasts of the Southern Wild
Quvenzhané Wallis,F,2003,,Stranska,False,0,Beasts of the Southern Wild
Quvenzhané Wallis,F,2003,,Stranska,True,0,Beasts of the Southern Wild
Rachel Griffiths,F,1968,,Glavna,False,0,Hilary and Jackie
Rachel Griffiths,F,1968,,Glavna,True,0,Hilary and Jackie
Rachel Griffiths,F,1968,,Stranska,False,1,Hilary and Jackie
Rachel Griffiths,F,1968,,Stranska,True,0,Hilary and Jackie
Rachel McAdams,F,1978,,Glavna,False,0,Spotlight
Rachel McAdams,F,1978,,Glavna,True,0,Spotlight
Rachel McAdams,F,1978,,Stranska,False,1,Spotlight
Rachel McAdams,F,1978,,Stranska,True,0,Spotlight
Rachel Roberts,F,1927,1980.0,Glavna,False,1,This Sporting Life
Rachel Roberts,F,1927,1980.0,Glavna,True,0,This Sporting Life
Rachel Roberts,F,1927,1980.0,Stranska,False,0,This Sporting Life
Rachel Roberts,F,1927,1980.0,Stranska,True,0,This Sporting Life
Rachel Weisz,F,1970,,Glavna,False,0,The Constant Gardener
Rachel Weisz,F,1970,,Glavna,True,0,The Constant Gardener
Rachel Weisz,F,1970,,Stranska,False,1,The Constant Gardener
Rachel Weisz,F,1970,,Stranska,True,1,The Constant Gardener
Ralph Bellamy,M,1904,1991.0,Glavna,False,0,The Awful Truth
Ralph Bellamy,M,1904,1991.0,Glavna,True,0,The Awful Truth
Ralph Bellamy,M,1904,1991.0,Stranska,False,1,The Awful Truth
Ralph Bellamy,M,1904,1991.0,Stranska,True,0,The Awful Truth
Ralph Fiennes,M,1962,,Glavna,False,1,The English Patient
Ralph Fiennes,M,1962,,Glavna,True,0,The English Patient
Ralph Fiennes,M,1962,,Stranska,False,1,The English Patient
Ralph Fiennes,M,1962,,Stranska,True,0,The English Patient
Ralph Richardson,M,1902,1983.0,Glavna,False,0,The Heiress
Ralph Richardson,M,1902,1983.0,Glavna,True,0,The Heiress
Ralph Richardson,M,1902,1983.0,Stranska,False,2,The Heiress
Ralph Richardson,M,1902,1983.0,Stranska,True,0,The Heiress
Rami Malek,M,1981,,Glavna,False,0,Bohemian Rhapsody
Rami Malek,M,1981,,Glavna,True,1,Bohemian Rhapsody
Rami Malek,M,1981,,Stranska,False,0,Bohemian Rhapsody
Rami Malek,M,1981,,Stranska,True,0,Bohemian Rhapsody
Randy Quaid,M,1950,,Glavna,False,0,The Last Detail
Randy Quaid,M,1950,,Glavna,True,0,The Last Detail
Randy Quaid,M,1950,,Stranska,False,1,The Last Detail
Randy Quaid,M,1950,,Stranska,True,0,The Last Detail
Ray Milland,M,1907,1986.0,Glavna,False,0,The Lost Weekend
Ray Milland,M,1907,1986.0,Glavna,True,1,The Lost Weekend
Ray Milland,M,1907,1986.0,Stranska,False,0,The Lost Weekend
Ray Milland,M,1907,1986.0,Stranska,True,0,The Lost Weekend
Raymond Massey,M,1896,1983.0,Glavna,False,1,Abe Lincoln in Illinois
Raymond Massey,M,1896,1983.0,Glavna,True,0,Abe Lincoln in Illinois
Raymond Massey,M,1896,1983.0,Stranska,False,0,Abe Lincoln in Illinois
Raymond Massey,M,1896,1983.0,Stranska,True,0,Abe Lincoln in Illinois
Red Buttons,M,1919,2006.0,Glavna,False,0,Sayonara
Red Buttons,M,1919,2006.0,Glavna,True,0,Sayonara
Red Buttons,M,1919,2006.0,Stranska,False,0,Sayonara
Red Buttons,M,1919,2006.0,Stranska,True,1,Sayonara
Reese Witherspoon,F,1976,,Glavna,False,1,Walk the Line
Reese Witherspoon,F,1976,,Glavna,True,1,Walk the Line
Reese Witherspoon,F,1976,,Stranska,False,0,Walk the Line
Reese Witherspoon,F,1976,,Stranska,True,0,Walk the Line
Regina King,F,1971,,Glavna,False,0,If Beale Street Could Talk
Regina King,F,1971,,Glavna,True,0,If Beale Street Could Talk
Regina King,F,1971,,Stranska,False,0,If Beale Street Could Talk
Regina King,F,1971,,Stranska,True,1,If Beale Street Could Talk
Renée Zellweger,F,1969,,Glavna,False,2,Judy
Renée Zellweger,F,1969,,Glavna,True,1,Judy
Renée Zellweger,F,1969,,Stranska,False,0,Judy
Renée Zellweger,F,1969,,Stranska,True,1,Judy
Rex Harrison,M,1908,1990.0,Glavna,False,1,My Fair Lady
Rex Harrison,M,1908,1990.0,Glavna,True,1,My Fair Lady
Rex Harrison,M,1908,1990.0,Stranska,False,0,My Fair Lady
Rex Harrison,M,1908,1990.0,Stranska,True,0,My Fair Lady
Richard Barthelmess,M,1895,1963.0,Glavna,False,1,The Patent Leather Kid
Richard Barthelmess,M,1895,1963.0,Glavna,True,0,The Patent Leather Kid
Richard Barthelmess,M,1895,1963.0,Stranska,False,0,The Patent Leather Kid
Richard Barthelmess,M,1895,1963.0,Stranska,True,0,The Patent Leather Kid
Richard Burton,M,1925,1984.0,Glavna,False,6,The Robe
Richard Burton,M,1925,1984.0,Glavna,True,0,The Robe
Richard Burton,M,1925,1984.0,Stranska,False,1,The Robe
Richard Burton,M,1925,1984.0,Stranska,True,0,The Robe
Richard Dix,M,1893,1949.0,Glavna,False,1,Cimarron
Richard Dix,M,1893,1949.0,Glavna,True,0,Cimarron
Richard Dix,M,1893,1949.0,Stranska,False,0,Cimarron
Richard Dix,M,1893,1949.0,Stranska,True,0,Cimarron
Richard Dreyfuss,M,1947,,Glavna,False,1,The Goodbye Girl
Richard Dreyfuss,M,1947,,Glavna,True,1,The Goodbye Girl
Richard Dreyfuss,M,1947,,Stranska,False,0,The Goodbye Girl
Richard Dreyfuss,M,1947,,Stranska,True,0,The Goodbye Girl
Richard E. Grant,M,1957,,Glavna,False,0,Can You Ever Forgive Me?
Richard E. Grant,M,1957,,Glavna,True,0,Can You Ever Forgive Me?
Richard E. Grant,M,1957,,Stranska,False,1,Can You Ever Forgive Me?
Richard E. Grant,M,1957,,Stranska,True,0,Can You Ever Forgive Me?
Richard Farnsworth,M,1920,2000.0,Glavna,False,1,The Straight Story
Richard Farnsworth,M,1920,2000.0,Glavna,True,0,The Straight Story
Richard Farnsworth,M,1920,2000.0,Stranska,False,1,The Straight Story
Richard Farnsworth,M,1920,2000.0,Stranska,True,0,The Straight Story
Richard Harris,M,1930,2002.0,Glavna,False,2,This Sporting Life
Richard Harris,M,1930,2002.0,Glavna,True,0,This Sporting Life
Richard Harris,M,1930,2002.0,Stranska,False,0,This Sporting Life
Richard Harris,M,1930,2002.0,Stranska,True,0,This Sporting Life
Richard Jaeckel,M,1926,1997.0,Glavna,False,0,Sometimes a Great Notion
Richard Jaeckel,M,1926,1997.0,Glavna,True,0,Sometimes a Great Notion
Richard Jaeckel,M,1926,1997.0,Stranska,False,1,Sometimes a Great Notion
Richard Jaeckel,M,1926,1997.0,Stranska,True,0,Sometimes a Great Notion
Richard Jenkins,M,1947,,Glavna,False,1,The Visitor
Richard Jenkins,M,1947,,Glavna,True,0,The Visitor
Richard Jenkins,M,1947,,Stranska,False,1,The Visitor
Richard Jenkins,M,1947,,Stranska,True,0,The Visitor
Richard S. Castellano,M,1933,1988.0,Glavna,False,0,Lovers and Other Strangers
Richard S. Castellano,M,1933,1988.0,Glavna,True,0,Lovers and Other Strangers
Richard S. Castellano,M,1933,1988.0,Stranska,False,1,Lovers and Other Strangers
Richard S. Castellano,M,1933,1988.0,Stranska,True,0,Lovers and Other Strangers
Richard Todd,M,1919,2009.0,Glavna,False,1,The Hasty Heart
Richard Todd,M,1919,2009.0,Glavna,True,0,The Hasty Heart
Richard Todd,M,1919,2009.0,Stranska,False,0,The Hasty Heart
Richard Todd,M,1919,2009.0,Stranska,True,0,The Hasty Heart
Richard Widmark,M,1914,2008.0,Glavna,False,0,Kiss of Death
Richard Widmark,M,1914,2008.0,Glavna,True,0,Kiss of Death
Richard Widmark,M,1914,2008.0,Stranska,False,1,Kiss of Death
Richard Widmark,M,1914,2008.0,Stranska,True,0,Kiss of Death
Rinko Kikuchi,F,1981,,Glavna,False,0,Babel
Rinko Kikuchi,F,1981,,Glavna,True,0,Babel
Rinko Kikuchi,F,1981,,Stranska,False,1,Babel
Rinko Kikuchi,F,1981,,Stranska,True,0,Babel
Rip Torn,M,1931,2019.0,Glavna,False,0,Cross Creek
Rip Torn,M,1931,2019.0,Glavna,True,0,Cross Creek
Rip Torn,M,1931,2019.0,Stranska,False,1,Cross Creek
Rip Torn,M,1931,2019.0,Stranska,True,0,Cross Creek
Rita Moreno,F,1931,,Glavna,False,0,West Side Story
Rita Moreno,F,1931,,Glavna,True,0,West Side Story
Rita Moreno,F,1931,,Stranska,False,0,West Side Story
Rita Moreno,F,1931,,Stranska,True,1,West Side Story
River Phoenix,M,1970,1993.0,Glavna,False,0,Running on Empty
River Phoenix,M,1970,1993.0,Glavna,True,0,Running on Empty
River Phoenix,M,1970,1993.0,Stranska,False,1,Running on Empty
River Phoenix,M,1970,1993.0,Stranska,True,0,Running on Empty
Riz Ahmed,M,1982,,Glavna,False,1,Sound of Metal
Riz Ahmed,M,1982,,Glavna,True,0,Sound of Metal
Riz Ahmed,M,1982,,Stranska,False,0,Sound of Metal
Riz Ahmed,M,1982,,Stranska,True,0,Sound of Metal
Robert De Niro,M,1943,,Glavna,False,4,Raging Bull
Robert De Niro,M,1943,,Glavna,True,1,Raging Bull
Robert De Niro,M,1943,,Stranska,False,2,Raging Bull
Robert De Niro,M,1943,,Stranska,True,1,Raging Bull
Robert Donat,M,1905,1958.0,Glavna,False,1,"Goodbye, Mr. Chips"
Robert Donat,M,1905,1958.0,Glavna,True,1,"Goodbye, Mr. Chips"
Robert Donat,M,1905,1958.0,Stranska,False,0,"Goodbye, Mr. Chips"
Robert Donat,M,1905,1958.0,Stranska,True,0,"Goodbye, Mr. Chips"
Robert Downey Jr.,M,1965,,Glavna,False,1,Oppenheimer
Robert Downey Jr.,M,1965,,Glavna,True,0,Oppenheimer
Robert Downey Jr.,M,1965,,Stranska,False,1,Oppenheimer
Robert Downey Jr.,M,1965,,Stranska,True,1,Oppenheimer
Robert Duvall,M,1931,,Glavna,False,2,Tender Mercies
Robert Duvall,M,1931,,Glavna,True,1,Tender Mercies
Robert Duvall,M,1931,,Stranska,False,4,Tender Mercies
Robert Duvall,M,1931,,Stranska,True,0,Tender Mercies
Robert Forster,M,1941,2019.0,Glavna,False,0,Jackie Brown
Robert Forster,M,1941,2019.0,Glavna,True,0,Jackie Brown
Robert Forster,M,1941,2019.0,Stranska,False,1,Jackie Brown
Robert Forster,M,1941,2019.0,Stranska,True,0,Jackie Brown
Robert Loggia,M,1930,2015.0,Glavna,False,0,Jagged Edge
Robert Loggia,M,1930,2015.0,Glavna,True,0,Jagged Edge
Robert Loggia,M,1930,2015.0,Stranska,False,1,Jagged Edge
Robert Loggia,M,1930,2015.0,Stranska,True,0,Jagged Edge
Robert Mitchum,M,1917,1997.0,Glavna,False,0,The Story of G.I. Joe
Robert Mitchum,M,1917,1997.0,Glavna,True,0,The Story of G.I. Joe
Robert Mitchum,M,1917,1997.0,Stranska,False,1,The Story of G.I. Joe
Robert Mitchum,M,1917,1997.0,Stranska,True,0,The Story of G.I. Joe
Robert Montgomery,M,1904,1981.0,Glavna,False,2,Night Must Fall
Robert Montgomery,M,1904,1981.0,Glavna,True,0,Night Must Fall
Robert Montgomery,M,1904,1981.0,Stranska,False,0,Night Must Fall
Robert Montgomery,M,1904,1981.0,Stranska,True,0,Night Must Fall
Robert Morley,M,1908,1992.0,Glavna,False,0,Marie Antoinette
Robert Morley,M,1908,1992.0,Glavna,True,0,Marie Antoinette
Robert Morley,M,1908,1992.0,Stranska,False,1,Marie Antoinette
Robert Morley,M,1908,1992.0,Stranska,True,0,Marie Antoinette
Robert Preston,M,1918,1987.0,Glavna,False,0,Victor/Victoria
Robert Preston,M,1918,1987.0,Glavna,True,0,Victor/Victoria
Robert Preston,M,1918,1987.0,Stranska,False,1,Victor/Victoria
Robert Preston,M,1918,1987.0,Stranska,True,0,Victor/Victoria
Robert Redford,M,1936,,Glavna,False,1,The Sting
Robert Redford,M,1936,,Glavna,True,0,The Sting
Robert Redford,M,1936,,Stranska,False,0,The Sting
Robert Redford,M,1936,,Stranska,True,0,The Sting
Robert Ryan,M,1909,1973.0,Glavna,False,0,Crossfire
Robert Ryan,M,1909,1973.0,Glavna,True,0,Crossfire
Robert Ryan,M,1909,1973.0,Stranska,False,1,Crossfire
Robert Ryan,M,1909,1973.0,Stranska,True,0,Crossfire
Robert Shaw,M,1927,1978.0,Glavna,False,0,A Man for All Seasons
Robert Shaw,M,1927,1978.0,Glavna,True,0,A Man for All Seasons
Robert Shaw,M,1927,1978.0,Stranska,False,1,A Man for All Seasons
Robert Shaw,M,1927,1978.0,Stranska,True,0,A Man for All Seasons
Robert Stack,M,1919,2003.0,Glavna,False,0,Written on the Wind
Robert Stack,M,1919,2003.0,Glavna,True,0,Written on the Wind
Robert Stack,M,1919,2003.0,Stranska,False,1,Written on the Wind
Robert Stack,M,1919,2003.0,Stranska,True,0,Written on the Wind
Robert Strauss,M,1913,1975.0,Glavna,False,0,Stalag 17
Robert Strauss,M,1913,1975.0,Glavna,True,0,Stalag 17
Robert Strauss,M,1913,1975.0,Stranska,False,1,Stalag 17
Robert Strauss,M,1913,1975.0,Stranska,True,0,Stalag 17
Robert Vaughn,M,1932,2016.0,Glavna,False,0,The Young Philadelphians
Robert Vaughn,M,1932,2016.0,Glavna,True,0,The Young Philadelphians
Robert Vaughn,M,1932,2016.0,Stranska,False,1,The Young Philadelphians
Robert Vaughn,M,1932,2016.0,Stranska,True,0,The Young Philadelphians
Roberto Benigni,M,1952,,Glavna,False,0,Life Is Beautiful
Roberto Benigni,M,1952,,Glavna,True,1,Life Is Beautiful
Roberto Benigni,M,1952,,Stranska,False,0,Life Is Beautiful
Roberto Benigni,M,1952,,Stranska,True,0,Life Is Beautiful
Robin Williams,M,1951,2014.0,Glavna,False,3,Good Will Hunting
Robin Williams,M,1951,2014.0,Glavna,True,0,Good Will Hunting
Robin Williams,M,1951,2014.0,Stranska,False,0,Good Will Hunting
Robin Williams,M,1951,2014.0,Stranska,True,1,Good Will Hunting
Rock Hudson,M,1925,1985.0,Glavna,False,1,Giant
Rock Hudson,M,1925,1985.0,Glavna,True,0,Giant
Rock Hudson,M,1925,1985.0,Stranska,False,0,Giant
Rock Hudson,M,1925,1985.0,Stranska,True,0,Giant
Rod Steiger,M,1925,2002.0,Glavna,False,1,In the Heat of the Night
Rod Steiger,M,1925,2002.0,Glavna,True,1,In the Heat of the Night
Rod Steiger,M,1925,2002.0,Stranska,False,1,In the Heat of the Night
Rod Steiger,M,1925,2002.0,Stranska,True,0,In the Heat of the Night
Roland Young,M,1887,1953.0,Glavna,False,0,Topper
Roland Young,M,1887,1953.0,Glavna,True,0,Topper
Roland Young,M,1887,1953.0,Stranska,False,1,Topper
Roland Young,M,1887,1953.0,Stranska,True,0,Topper
Ron Moody,M,1924,2015.0,Glavna,False,1,Oliver!
Ron Moody,M,1924,2015.0,Glavna,True,0,Oliver!
Ron Moody,M,1924,2015.0,Stranska,False,0,Oliver!
Ron Moody,M,1924,2015.0,Stranska,True,0,Oliver!
Ronald Colman,M,1891,1958.0,Glavna,False,2,A Double Life
Ronald Colman,M,1891,1958.0,Glavna,True,1,A Double Life
Ronald Colman,M,1891,1958.0,Stranska,False,0,A Double Life
Ronald Colman,M,1891,1958.0,Stranska,True,0,A Double Life
Ronee Blakley,F,1945,,Glavna,False,0,Nashville
Ronee Blakley,F,1945,,Glavna,True,0,Nashville
Ronee Blakley,F,1945,,Stranska,False,1,Nashville
Ronee Blakley,F,1945,,Stranska,True,0,Nashville
Rooney Mara,F,1985,,Glavna,False,1,The Girl with the Dragon Tattoo
Rooney Mara,F,1985,,Glavna,True,0,The Girl with the Dragon Tattoo
Rooney Mara,F,1985,,Stranska,False,1,The Girl with the Dragon Tattoo
Rooney Mara,F,1985,,Stranska,True,0,The Girl with the Dragon Tattoo
Rosalind Russell,F,1907,1976.0,Glavna,False,4,My Sister Eileen
Rosalind Russell,F,1907,1976.0,Glavna,True,0,My Sister Eileen
Rosalind Russell,F,1907,1976.0,Stranska,False,0,My Sister Eileen
Rosalind Russell,F,1907,1976.0,Stranska,True,0,My Sister Eileen
Rosamund Pike,F,1979,,Glavna,False,1,Gone Girl
Rosamund Pike,F,1979,,Glavna,True,0,Gone Girl
Rosamund Pike,F,1979,,Stranska,False,0,Gone Girl
Rosamund Pike,F,1979,,Stranska,True,0,Gone Girl
Rosemary Harris,F,1927,,Glavna,False,0,Tom & Viv
Rosemary Harris,F,1927,,Glavna,True,0,Tom & Viv
Rosemary Harris,F,1927,,Stranska,False,1,Tom & Viv
Rosemary Harris,F,1927,,Stranska,True,0,Tom & Viv
Rosie Perez,F,1964,,Glavna,False,0,Fearless
Rosie Perez,F,1964,,Glavna,True,0,Fearless
Rosie Perez,F,1964,,Stranska,False,1,Fearless
Rosie Perez,F,1964,,Stranska,True,0,Fearless
Roy Scheider,M,1932,2008.0,Glavna,False,1,All That Jazz
Roy Scheider,M,1932,2008.0,Glavna,True,0,All That Jazz
Roy Scheider,M,1932,2008.0,Stranska,False,1,All That Jazz
Roy Scheider,M,1932,2008.0,Stranska,True,0,All That Jazz
Ruby Dee,F,1922,2014.0,Glavna,False,0,American Gangster
Ruby Dee,F,1922,2014.0,Glavna,True,0,American Gangster
Ruby Dee,F,1922,2014.0,Stranska,False,1,American Gangster
Ruby Dee,F,1922,2014.0,Stranska,True,0,American Gangster
Rupert Crosse,M,1927,1973.0,Glavna,False,0,The Reivers
Rupert Crosse,M,1927,1973.0,Glavna,True,0,The Reivers
Rupert Crosse,M,1927,1973.0,Stranska,False,1,The Reivers
Rupert Crosse,M,1927,1973.0,Stranska,True,0,The Reivers
Russ Tamblyn,M,1934,,Glavna,False,0,Peyton Place
Russ Tamblyn,M,1934,,Glavna,True,0,Peyton Place
Russ Tamblyn,M,1934,,Stranska,False,1,Peyton Place
Russ Tamblyn,M,1934,,Stranska,True,0,Peyton Place
Russell Crowe,M,1964,,Glavna,False,2,Gladiator
Russell Crowe,M,1964,,Glavna,True,1,Gladiator
Russell Crowe,M,1964,,Stranska,False,0,Gladiator
Russell Crowe,M,1964,,Stranska,True,0,Gladiator
Ruth Chatterton,F,1892,1961.0,Glavna,False,2,Madame X
Ruth Chatterton,F,1892,1961.0,Glavna,True,0,Madame X
Ruth Chatterton,F,1892,1961.0,Stranska,False,0,Madame X
Ruth Chatterton,F,1892,1961.0,Stranska,True,0,Madame X
Ruth Gordon,F,1896,1985.0,Glavna,False,0,Rosemary's Baby
Ruth Gordon,F,1896,1985.0,Glavna,True,0,Rosemary's Baby
Ruth Gordon,F,1896,1985.0,Stranska,False,1,Rosemary's Baby
Ruth Gordon,F,1896,1985.0,Stranska,True,1,Rosemary's Baby
Ruth Hussey,F,1911,2005.0,Glavna,False,0,The Philadelphia Story
Ruth Hussey,F,1911,2005.0,Glavna,True,0,The Philadelphia Story
Ruth Hussey,F,1911,2005.0,Stranska,False,1,The Philadelphia Story
Ruth Hussey,F,1911,2005.0,Stranska,True,0,The Philadelphia Story
Ruth Negga,F,1982,,Glavna,False,1,Loving
Ruth Negga,F,1982,,Glavna,True,0,Loving
Ruth Negga,F,1982,,Stranska,False,0,Loving
Ruth Negga,F,1982,,Stranska,True,0,Loving
Ryan Gosling,M,1980,,Glavna,False,2,Half Nelson
Ryan Gosling,M,1980,,Glavna,True,0,Half Nelson
Ryan Gosling,M,1980,,Stranska,False,1,Half Nelson
Ryan Gosling,M,1980,,Stranska,True,0,Half Nelson
Ryan O'Neal,M,1941,2023.0,Glavna,False,1,Love Story
Ryan O'Neal,M,1941,2023.0,Glavna,True,0,Love Story
Ryan O'Neal,M,1941,2023.0,Stranska,False,0,Love Story
Ryan O'Neal,M,1941,2023.0,Stranska,True,0,Love Story
Sacha Baron Cohen,M,1971,,Glavna,False,0,The Trial of the Chicago 7
Sacha Baron Cohen,M,1971,,Glavna,True,0,The Trial of the Chicago 7
Sacha Baron Cohen,M,1971,,Stranska,False,1,The Trial of the Chicago 7
Sacha Baron Cohen,M,1971,,Stranska,True,0,The Trial of the Chicago 7
Sal Mineo,M,1939,1976.0,Glavna,False,0,Rebel Without a Cause
Sal Mineo,M,1939,1976.0,Glavna,True,0,Rebel Without a Cause
Sal Mineo,M,1939,1976.0,Stranska,False,2,Rebel Without a Cause
Sal Mineo,M,1939,1976.0,Stranska,True,0,Rebel Without a Cause
Sally Field,F,1946,,Glavna,False,0,Norma Rae
Sally Field,F,1946,,Glavna,True,2,Norma Rae
Sally Field,F,1946,,Stranska,False,1,Norma Rae
Sally Field,F,1946,,Stranska,True,0,Norma Rae
Sally Hawkins,F,1976,,Glavna,False,1,The Shape of Water
Sally Hawkins,F,1976,,Glavna,True,0,The Shape of Water
Sally Hawkins,F,1976,,Stranska,False,1,The Shape of Water
Sally Hawkins,F,1976,,Stranska,True,0,The Shape of Water
Sally Kellerman,F,1937,2022.0,Glavna,False,0,MASH
Sally Kellerman,F,1937,2022.0,Glavna,True,0,MASH
Sally Kellerman,F,1937,2022.0,Stranska,False,1,MASH
Sally Kellerman,F,1937,2022.0,Stranska,True,0,MASH
Sally Kirkland,F,1941,,Glavna,False,1,Anna
Sally Kirkland,F,1941,,Glavna,True,0,Anna
Sally Kirkland,F,1941,,Stranska,False,0,Anna
Sally Kirkland,F,1941,,Stranska,True,0,Anna
Salma Hayek,F,1966,,Glavna,False,1,Frida
Salma Hayek,F,1966,,Glavna,True,0,Frida
Salma Hayek,F,1966,,Stranska,False,0,Frida
Salma Hayek,F,1966,,Stranska,True,0,Frida
Sam Elliott,M,1944,,Glavna,False,0,A Star Is Born
Sam Elliott,M,1944,,Glavna,True,0,A Star Is Born
Sam Elliott,M,1944,,Stranska,False,1,A Star Is Born
Sam Elliott,M,1944,,Stranska,True,0,A Star Is Born
Sam Jaffe,M,1891,1984.0,Glavna,False,0,The Asphalt Jungle
Sam Jaffe,M,1891,1984.0,Glavna,True,0,The Asphalt Jungle
Sam Jaffe,M,1891,1984.0,Stranska,False,1,The Asphalt Jungle
Sam Jaffe,M,1891,1984.0,Stranska,True,0,The Asphalt Jungle
Sam Rockwell,M,1968,,Glavna,False,0,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,M,1968,,Glavna,True,0,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,M,1968,,Stranska,False,1,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,M,1968,,Stranska,True,1,"Three Billboards Outside Ebbing, Missouri"
Sam Shepard,M,1943,2017.0,Glavna,False,0,The Right Stuff
Sam Shepard,M,1943,2017.0,Glavna,True,0,The Right Stuff
Sam Shepard,M,1943,2017.0,Stranska,False,1,The Right Stuff
Sam Shepard,M,1943,2017.0,Stranska,True,0,The Right Stuff
Sam Waterston,M,1940,,Glavna,False,1,The Killing Fields
Sam Waterston,M,1940,,Glavna,True,0,The Killing Fields
Sam Waterston,M,1940,,Stranska,False,0,The Killing Fields
Sam Waterston,M,1940,,Stranska,True,0,The Killing Fields
Samantha Eggar,F,1939,,Glavna,False,1,The Collector
Samantha Eggar,F,1939,,Glavna,True,0,The Collector
Samantha Eggar,F,1939,,Stranska,False,0,The Collector
Samantha Eggar,F,1939,,Stranska,True,0,The Collector
Samantha Morton,F,1977,,Glavna,False,1,In America
Samantha Morton,F,1977,,Glavna,True,0,In America
Samantha Morton,F,1977,,Stranska,False,1,In America
Samantha Morton,F,1977,,Stranska,True,0,In America
Samuel L. Jackson,M,1948,,Glavna,False,0,Pulp Fiction
Samuel L. Jackson,M,1948,,Glavna,True,0,Pulp Fiction
Samuel L. Jackson,M,1948,,Stranska,False,1,Pulp Fiction
Samuel L. Jackson,M,1948,,Stranska,True,0,Pulp Fiction
